Term	PValue
GO:1990904	9.33213193526332e-07
GO:0030529	9.33213193526332e-07
GO:0031974	6.07098838777236e-06
GO:0005730	4.02539322228668e-05
GO:0070013	6.02091377241674e-05
GO:0043233	6.02091377241674e-05
GO:0030684	0.000168657097470708
GO:0032991	0.00040043732948032
GO:0044429	0.000816622999344212
GO:0000313	0.00115855787968398
GO:0005761	0.00115855787968398
GO:0044428	0.00204094410890521
GO:0098798	0.00229579538774342
GO:0000502	0.00244697986949973
GO:0005739	0.00311959089055441
GO:0031981	0.00459810957981127
GO:0005840	0.0050730442861039
GO:0044446	0.00520797509000885
GO:0000315	0.00534033682448083
GO:0005762	0.00534033682448083
GO:0030687	0.00534033682448083
GO:0044422	0.00666981130040054
GO:0005759	0.0123130074185919
GO:0015934	0.0137209151812126
GO:0071013	0.0151596996083344
GO:0043228	0.0213601126418476
GO:0043232	0.0213601126418476
GO:0044391	0.0219122925598712
GO:0005737	0.0249512049967719
GO:0031975	0.0267447807942623
GO:0031967	0.0267447807942623
GO:0005622	0.0287605727109145
GO:0044424	0.0313102730061801
GO:0005740	0.0369655925291282
GO:0022624	0.0376307117962463
GO:0033290	0.0387151912243415
GO:0070993	0.0387151912243415
GO:0005623	0.0642877997731691
GO:0044452	0.0743439524676665
GO:0031966	0.0752653475763976
GO:0044444	0.0773140252004454
GO:0005758	0.0870132571830134
GO:0005838	0.0870132571830134
GO:0045259	0.0870132571830134
GO:1990351	0.0870132571830134
GO:0033178	0.0870132571830134
GO:0071010	0.0870132571830134
GO:0031970	0.0870132571830134
GO:0043231	0.0951284207098315
GO:0044455	0.097275508299478
GO:0016282	0.0992940719444936
GO:0005852	0.0992940719444936
GO:0045261	0.0992940719444936
