Term	PValue
GO:0006518	1.39247279307825e-05
GO:0043603	3.08087952073946e-05
GO:0006412	6.34809667206812e-05
GO:0043043	8.64373083034662e-05
GO:0043604	0.000146166154218822
GO:1901564	0.000227854451211498
GO:1901566	0.000230097667978904
GO:0022613	0.000294515842838605
GO:0042254	0.000499686827149868
GO:1902582	0.00136113278359134
GO:0046034	0.00234128452611996
GO:0017038	0.00244491425186211
GO:0006457	0.00267491920644079
GO:0042274	0.00270171211834453
GO:1990542	0.00309152626006505
GO:0006364	0.00937063079534801
GO:0016072	0.00937063079534801
GO:0065002	0.0100293280756371
GO:0071806	0.0100293280756371
GO:0044743	0.0100293280756371
GO:0055085	0.0101369413410104
GO:0034641	0.0114036773683642
GO:0022610	0.0121404849854861
GO:0009161	0.0134963903468044
GO:0009123	0.0134963903468044
GO:0006839	0.0149217233575192
GO:0034660	0.0163980369110373
GO:0009167	0.0194378174727649
GO:0009126	0.0194378174727649
GO:0006626	0.0215923311015926
GO:0070585	0.0215923311015926
GO:0072655	0.0215923311015926
GO:0055114	0.0237836129600833
GO:0006807	0.0240379343226675
GO:0034470	0.0244940881951381
GO:0009205	0.0267497686434985
GO:0009199	0.0267497686434985
GO:0006818	0.0285955367085177
GO:0015992	0.0285955367085177
GO:1902600	0.0285955367085177
GO:0007155	0.0285955367085177
GO:0006811	0.0308242985262778
GO:0000470	0.0310711544526276
GO:0009144	0.0358614662224514
GO:0071426	0.0392881976109214
GO:0042773	0.0392881976109214
GO:0071166	0.0392881976109214
GO:0072594	0.0420623430172582
GO:0006605	0.0420623430172582
GO:0044085	0.042290563344094
GO:0051169	0.0424736193272181
GO:0051168	0.0424736193272181
GO:0006913	0.0424736193272181
GO:0007006	0.0438192724305251
GO:0000028	0.0438192724305251
GO:0030150	0.0438192724305251
GO:0000054	0.0438192724305251
GO:0033753	0.0438192724305251
GO:0071428	0.0438192724305251
GO:0033750	0.0438192724305251
GO:0006123	0.0438192724305251
GO:0009141	0.0469558458866688
GO:1902580	0.0507037206787988
GO:0009119	0.0516752362292562
GO:0019725	0.0550695677428502
GO:0015986	0.0591269229553673
GO:0042775	0.0591269229553673
GO:0015985	0.0591269229553673
GO:0051493	0.0591269229553673
GO:0006754	0.0591269229553673
GO:0022618	0.0601826037143644
GO:0071826	0.0601826037143644
GO:0022900	0.0635787175370235
GO:0007268	0.0636546718643723
GO:0006413	0.0636546718643723
GO:0006417	0.0636546718643723
GO:0098916	0.0636546718643723
GO:0006119	0.0636546718643723
GO:0099536	0.0636546718643723
GO:0022904	0.0636546718643723
GO:0010608	0.0636546718643723
GO:0099537	0.0636546718643723
GO:0098660	0.0656749407008622
GO:0034220	0.068772428756087
GO:0044765	0.0701354457936701
GO:0046907	0.0707660358807798
GO:0098662	0.0715185909008222
GO:0015672	0.0715185909008222
GO:0010467	0.0732639333137989
GO:0009116	0.0755470741427355
GO:0006886	0.0756507528241044
GO:0042273	0.0838581020970068
GO:0006812	0.0845223241432004
GO:0051130	0.0904576838903164
GO:0006091	0.0915113298034824
GO:0042278	0.0924134713255945
GO:0046128	0.0924134713255945
GO:0034248	0.0947121859419828
GO:0007200	0.0966615148091875
GO:0072521	0.0994434994337854
