Category	Term	Count	X.	PValue	Genes	List.Total	Pop.Hits	Pop.Total	Fold.Enrichment	Bonferroni	Benjamini	FDR	description
CC	GO:0005730	13	2.42990654205607	1.67374885089375e-07	577044, 589486, 586103, 575126, 578317, 580493, 583455, 592267, 587044, 575632, 577954, 591574, 100892475	108	25	1253	6.03296296296296	3.48133730070366e-05	3.48133730070366e-05	0.000211133669614227	nucleolus
CC	GO:0031974	25	4.67289719626168	8.06334774771229e-06	589835, 577044, 574660, 576519, 589486, 586103, 575126, 578233, 578317, 580493, 583455, 575347, 592267, 587044, 593029, 575632, 588415, 577954, 373348, 591498, 591574, 577255, 752151, 100892475, 587414	108	113	1253	2.56678138315306	0.00167577740780001	0.000838240027071557	0.0101709771908931	membrane-enclosed lumen
CC	GO:0030529	25	4.67289719626168	1.80028697757659e-05	591121, 587575, 575080, 580091, 581865, 577044, 586283, 589486, 580958, 586103, 580493, 578606, 582919, 587044, 592267, 594039, 593029, 575632, 588415, 577954, 585458, 591498, 105438529, 752151, 587414	108	118	1253	2.4580194601381	0.00373762823443269	0.00124743151649598	0.0227072197519274	intracellular ribonucleoprotein complex
CC	GO:1990904	25	4.67289719626168	1.80028697757659e-05	591121, 587575, 575080, 580091, 581865, 577044, 586283, 589486, 580958, 586103, 580493, 578606, 582919, 587044, 592267, 594039, 593029, 575632, 588415, 577954, 585458, 591498, 105438529, 752151, 587414	108	118	1253	2.4580194601381	0.00373762823443269	0.00124743151649598	0.0227072197519274	ribonucleoprotein complex
CC	GO:0030684	8	1.49532710280374	9.91666546322085e-05	582919, 591121, 587044, 589486, 575632, 586103, 577954, 580493	108	15	1253	6.18765432098765	0.0204163915739464	0.00514364764913133	0.125021067357178	preribosome
CC	GO:0032991	47	8.78504672897196	0.00085019334395673	591121, 581865, 591601, 581274, 577044, 589486, 580958, 586103, 578233, 578317, 580493, 578606, 589392, 585934, 587044, 594039, 577928, 589195, 588415, 591498, 105438529, 752151, 587414, 587575, 575080, 589835, 580091, 586283, 574660, 576519, 574071, 580307, 582919, 763690, 575334, 578762, 592267, 582945, 585921, 593029, 575632, 577954, 373348, 585458, 577255, 100892475, 590942	108	363	1253	1.50216814610754	0.162149363426701	0.0249569286292106	1.06719126573573	macromolecular complex
CC	GO:0044428	22	4.11214953271028	0.00114871560383011	591601, 576519, 577044, 589486, 580958, 586103, 575126, 578233, 578317, 580493, 583455, 587044, 592267, 594039, 575632, 577954, 373348, 105438529, 591574, 577255, 752151, 100892475	108	125	1253	2.04192592592593	0.212640379398175	0.0294416678901969	1.439412113672	nuclear part
CC	GO:0043228	28	5.23364485981308	0.00170366748484967	582621, 581865, 577044, 589486, 373192, 586103, 578317, 580493, 587044, 588415, 591498, 591574, 752151, 587414, 580091, 586283, 587798, 575126, 583455, 763690, 592267, 575632, 593029, 577954, 373348, 585458, 577255, 100892475	108	183	1253	1.77514673143088	0.298591651240011	0.0386408614786968	2.12794498713224	non-membrane-bounded organelle
CC	GO:0043232	28	5.23364485981308	0.00170366748484967	582621, 581865, 577044, 589486, 373192, 586103, 578317, 580493, 587044, 588415, 591498, 591574, 752151, 587414, 580091, 586283, 587798, 575126, 583455, 763690, 592267, 575632, 593029, 577954, 373348, 585458, 577255, 100892475	108	183	1253	1.77514673143088	0.298591651240011	0.0386408614786968	2.12794498713224	intracellular non-membrane-bounded organelle
CC	GO:0044452	5	0.934579439252336	0.00269248384374075	577044, 592267, 578317, 580493, 100892475	108	8	1253	7.25115740740741	0.429243120588517	0.0545357422051246	3.34381173427483	nucleolar part
CC	GO:0070993	4	0.747663551401869	0.00533594758057509	587575, 575080, 586283, 578606	108	5	1253	9.28148148148148	0.671378549053941	0.0962188804841583	6.52630807206591	translation preinitiation complex
CC	GO:0033290	4	0.747663551401869	0.00533594758057509	587575, 575080, 586283, 578606	108	5	1253	9.28148148148148	0.671378549053941	0.0962188804841583	6.52630807206591	eukaryotic 48S preinitiation complex
