Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_ALL	GO:0022892~substrate-specific transporter activity	34	1.9133370849746762	0.002656578702352015	580339, 589852, 581274, 585744, 594100, 577533, 577167, 590069, 589392, 764065, 575822, 579243, 100890894, 579414, 585934, 579345, 577928, 593904, 755450, 591899, 588091, 576175, 579751, 585718, 589835, 593565, 586844, 588264, 105438270, 592207, 574696, 576006, 576005, 579085	306	89	1277	1.5942571785268413	0.7551721898380614	0.7551721898380614	3.787444671039919
GOTERM_MF_ALL	GO:0022891~substrate-specific transmembrane transporter activity	31	1.7445132245357344	0.0034147499797905698	580339, 589852, 581274, 585744, 594100, 577533, 577167, 590069, 764065, 575822, 579243, 100890894, 579414, 585934, 579345, 577928, 593904, 755450, 591899, 576175, 579751, 585718, 593565, 586844, 588264, 592207, 105438270, 574696, 576006, 576005, 579085	306	80	1277	1.6171160130718953	0.8362630308586201	0.5953557498970485	4.8436006385815356
GOTERM_MF_ALL	GO:0008135~translation factor activity, RNA binding	12	0.6752954417557682	0.004110682219400233	579931, 575736, 587575, 582011, 583958, 586283, 574071, 580307, 580746, 754252, 575773, 578606	306	21	1277	2.38468720821662	0.8868490627976422	0.516326026655989	5.803543927506305
GOTERM_MF_ALL	GO:0060089~molecular transducer activity	25	1.4068655036578503	0.0054658297836566155	100889243, 594100, 373431, 100889710, 373211, 581160, 100890002, 100893202, 593532, 754546, 592902, 585718, 100888815, 576823, 580676, 579394, 579291, 100891879, 591159, 755668, 579899, 105439410, 100893874, 585092, 100891263	306	62	1277	1.6827429896689858	0.9449412721178364	0.5155973133324225	7.646964176891869
GOTERM_MF_ALL	GO:0004872~receptor activity	25	1.4068655036578503	0.0054658297836566155	100889243, 594100, 373431, 100889710, 373211, 581160, 100890002, 100893202, 593532, 754546, 592902, 585718, 100888815, 576823, 580676, 579394, 579291, 100891879, 591159, 755668, 579899, 105439410, 100893874, 585092, 100891263	306	62	1277	1.6827429896689858	0.9449412721178364	0.5155973133324225	7.646964176891869
GOTERM_MF_ALL	GO:0005198~structural molecule activity	30	1.6882386043894204	0.010416329446180001	574998, 576760, 592626, 754209, 580957, 576658, 577738, 591874, 578794, 579300, 578034, 105436396, 588415, 590740, 373267, 373269, 591809, 577982, 579019, 581576, 584839, 586769, 584503, 584812, 574853, 591682, 373469, 577787, 585458, 753734	306	82	1277	1.526781444285031	0.9960700845306631	0.669724284710654	14.099552372344004
GOTERM_MF_ALL	GO:0022857~transmembrane transporter activity	31	1.7445132245357344	0.013698046611991177	580339, 589852, 581274, 585744, 594100, 577533, 577167, 590069, 764065, 575822, 579243, 100890894, 579414, 585934, 579345, 577928, 593904, 755450, 591899, 576175, 579751, 585718, 593565, 586844, 588264, 592207, 105438270, 574696, 576006, 576005, 579085	306	87	1277	1.4870032304109384	0.999321994010565	0.7036040568349381	18.142898794984895
GOTERM_MF_ALL	GO:0003735~structural constituent of ribosome	24	1.3505908835115363	0.014531195812536833	574998, 591809, 577982, 576760, 579019, 592626, 581576, 754209, 584839, 586769, 580957, 577738, 576658, 584812, 574853, 591874, 579300, 578794, 578034, 373469, 577787, 588415, 585458, 590740	306	63	1277	1.5897914721444133	0.9995664052743678	0.6691863452968436	19.140817606657755
GOTERM_MF_ALL	GO:0003723~RNA binding	30	1.6882386043894204	0.02114843360823144	574998, 579931, 575736, 591121, 592626, 577044, 576658, 578606, 575773, 754252, 591874, 579300, 580433, 594039, 105438529, 752151, 591809, 100893477, 587575, 586283, 574071, 580307, 583455, 582919, 582011, 583958, 587908, 582945, 587839, 580746	306	86	1277	1.4557683538531692	0.9999877197154322	0.7566949888412947	26.673794353049818
GOTERM_MF_ALL	GO:0008565~protein transporter activity	6	0.3376477208778841	0.02211954759566406	589392, 588091, 589835, 585934, 577167, 577928	306	8	1277	3.1299019607843137	0.9999927361048838	0.7314539056416918	27.722628164462083
GOTERM_MF_ALL	GO:0038023~signaling receptor activity	19	1.0692177827799663	0.0221236052039067	754546, 592902, 100889243, 585718, 100889710, 100888815, 580676, 579394, 579291, 100891879, 581160, 755668, 579899, 105439410, 100893874, 100890002, 100893202, 100891263, 593532	306	48	1277	1.6518927015250544	0.9999927520318819	0.6937884079784394	27.726981055303956
GOTERM_MF_ALL	GO:0004930~G-protein coupled receptor activity	15	0.8441193021947102	0.030319021315275068	754546, 100889243, 100889710, 100888815, 580676, 579394, 100891879, 755668, 579899, 105439410, 100893874, 100890002, 100893202, 100891263, 593532	306	36	1277	1.738834422657952	0.9999999155352124	0.7725057010173269	36.03766569940843
GOTERM_MF_ALL	GO:0005215~transporter activity	35	1.9696117051209903	0.0325215858009272	580339, 589852, 581274, 585744, 594100, 577533, 577167, 590069, 589392, 764065, 575822, 579243, 100890894, 579414, 585934, 579345, 577928, 593904, 755450, 577847, 591899, 588091, 576175, 579751, 585718, 589835, 593565, 586844, 588264, 105438270, 592207, 574696, 576006, 576005, 579085	306	107	1277	1.3650662757314764	0.9999999746347423	0.7671801849757656	38.1143644604049
GOTERM_MF_ALL	GO:0099600~transmembrane receptor activity	17	0.9566685424873381	0.0326272401238077	754546, 100889243, 585718, 594100, 100889710, 100888815, 580676, 579394, 100891879, 755668, 579899, 105439410, 100893874, 100890002, 100893202, 100891263, 593532	306	43	1277	1.6498708010335916	0.9999999760586433	0.7407130413582386	38.21238535038638
GOTERM_MF_ALL	GO:0004888~transmembrane signaling receptor activity	16	0.9003939223410242	0.03547651554488179	754546, 100889243, 585718, 100889710, 100888815, 580676, 579394, 100891879, 755668, 579899, 105439410, 100893874, 100890002, 100893202, 100891263, 593532	306	40	1277	1.669281045751634	0.9999999949710815	0.7445839493623094	40.8019209557824
GOTERM_MF_ALL	GO:0003743~translation initiation factor activity	8	0.4501969611705121	0.04424861056403861	579931, 575736, 587575, 582011, 586283, 754252, 575773, 578606	306	15	1277	2.2257080610021784	0.999999999959962	0.7973103923591611	48.15393100687826
GOTERM_MF_ALL	GO:0015077~monovalent inorganic cation transmembrane transporter activity	14	0.7878446820483961	0.05261706007311972	580339, 591899, 579751, 576175, 581274, 594100, 585744, 105438270, 575822, 579414, 576006, 579345, 579085, 593904	306	35	1277	1.6692810457516338	0.9999999999996181	0.832553404016346	54.36696867205191
GOTERM_MF_ALL	GO:0015078~hydrogen ion transmembrane transporter activity	9	0.5064715813168261	0.059924399045533594	591899, 575822, 579751, 579414, 581274, 576006, 585744, 579345, 579085	306	19	1277	1.9767801857585139	0.9999999999999937	0.8538196857586128	59.21784850656433
GOTERM_MF_ALL	GO:0022804~active transmembrane transporter activity	14	0.7878446820483961	0.06522029937096173	580339, 574696, 575822, 579243, 100890894, 576006, 585744, 577533, 593565, 577167, 577928, 579085, 588264, 105438270	306	36	1277	1.6229121278140886	0.9999999999999997	0.8622225718683698	62.42849490176214
GOTERM_MF_ALL	GO:0015075~ion transmembrane transporter activity	22	1.2380416432189083	0.07179326078844812	591899, 580339, 579751, 576175, 585718, 581274, 585744, 594100, 593565, 590069, 586844, 588264, 105438270, 574696, 764065, 575822, 579414, 576006, 576005, 579345, 579085, 593904	306	65	1277	1.4124685771744594	1.0	0.874350486174529	66.08608077337905
GOTERM_MF_ALL	GO:0004871~signal transducer activity	21	1.1817670230725943	0.07895505905682201	754546, 592902, 100889243, 585718, 100889710, 100888815, 590385, 580676, 579394, 579291, 100891879, 105439311, 581160, 755668, 579899, 105439410, 100893874, 100890002, 100893202, 100891263, 593532	306	62	1277	1.4135041113219482	1.0	0.8864393873419933	69.69232765252629
GOTERM_MF_ALL	GO:0030594~neurotransmitter receptor activity	4	0.22509848058525606	0.09169180019467743	754546, 755668, 105439410, 100893202	306	5	1277	3.338562091503268	1.0	0.9113098690145234	75.23863107822315
GOTERM_MF_ALL	GO:0005342~organic acid transmembrane transporter activity	5	0.28137310073157007	0.09827764215914499	579243, 100890894, 577533, 105438270, 755450	306	8	1277	2.6082516339869284	1.0	0.9168799171530009	77.72062790896256
GOTERM_MF_ALL	GO:0046943~carboxylic acid transmembrane transporter activity	5	0.28137310073157007	0.09827764215914499	579243, 100890894, 577533, 105438270, 755450	306	8	1277	2.6082516339869284	1.0	0.9168799171530009	77.72062790896256
